name,category,slot,use,set,tier,craft_role,crafting,resource_info,mining_info,theme,pack,slug,url
"Mega Drill","tool","tool","Mining tool — faster ore harvest.","Field-Ops","T6","craftable recipe (T6)","Crafted at a Crafting Bench from refined alloy + components (T6 recipe).","—","Mining tool — boosts dig speed & ore yield.","Field-Ops Line (Tier 6)","ops-tier-6","mega-drill","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/mega-drill.png"
"Altimeter","utility","","Survey readout — navigation / scan data.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","altimeter","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/altimeter.png"
"Supply Vest","wearable","chest","Wearable — capacity / protection buff.","Field-Ops","T6","craftable recipe","Crafted at a Crafting Bench from refined alloy + components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","supply-vest","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/supply-vest.png"
"Sledgehammer","weapon","weapon","Melee weapon — close-quarters strikes.","Field-Ops","T6","craftable recipe (T6)","Crafted at a Crafting Bench from refined alloy + components (T6 recipe).","—","Mining tool — boosts dig speed & ore yield.","Field-Ops Line (Tier 6)","ops-tier-6","sledgehammer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/sledgehammer.png"
"Nav Beacon","beacon","","Beacon — marker / respawn point.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","nav-beacon","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/nav-beacon.png"
"Foundry Press","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","foundry-press","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/foundry-press.png"
"Mod Station","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","mod-station","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/mod-station.png"
"Crystal Cutter","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","crystal-cutter","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/crystal-cutter.png"
"Track Splitter","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","track-splitter","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/track-splitter.png"
"Analysis Rig","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","analysis-rig","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/analysis-rig.png"
"Field Kit","consumable","","Consumable — restores health.","Field-Ops","T6","craftable consumable","Crafted at a Med Station from medical components.","Single-use — consumed on use.","—","Field-Ops Line (Tier 6)","ops-tier-6","field-kit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/field-kit.png"
"Booster Station","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","booster-station","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/booster-station.png"
"Pulse Grenade","throwable","","Throwable — AoE blast.","Field-Ops","T6","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Field-Ops Line (Tier 6)","ops-tier-6","pulse-grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/pulse-grenade.png"
"Subterranean Mine","trap","","Placed trap — detonates on trigger.","Field-Ops","T6","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","—","—","Field-Ops Line (Tier 6)","ops-tier-6","subterranean-mine","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/subterranean-mine.png"
"Beacon Flare","utility","","Signal flare — marks a location.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","beacon-flare","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/beacon-flare.png"
"Glide Boots","utility","feet","Movement buff — flight / hover.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","glide-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/glide-boots.png"
"Anchor Hook","utility","","Traversal — grapple / winch to reach heights.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","anchor-hook","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/anchor-hook.png"
"Lens Enhancer","utility","head","Vision buff — enhanced detection / targeting.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","lens-enhancer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/lens-enhancer.png"
"Noise Blocker","utility","","Dampening — cuts recoil / sound for stealth.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","noise-blocker","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/noise-blocker.png"
"Tesla Gauntlets","wearable","hand","Hand wearable — handling / melee buff.","Field-Ops","T6","craftable recipe","Crafted at a Crafting Bench from refined alloy + components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","tesla-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/tesla-gauntlets.png"
"Nano Plate","block","","Building block / crafting material.","Field-Ops","T6","building material","Crafted/placed building material; stacks in inventory.","Building resource — stack 64.","—","Field-Ops Line (Tier 6)","ops-tier-6","nano-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/nano-plate.png"
"Girder","structure","","Structure — load-bearing build piece.","Field-Ops","T6","buildable structure","Built from plates / beams via the build menu.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","girder","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/girder.png"
"Air Vent","utility","","Air system — ventilation / filtration.","Field-Ops","T6","research recipe (T6)","Crafted at a Fabricator from components (T6 recipe).","—","—","Field-Ops Line (Tier 6)","ops-tier-6","air-vent","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/air-vent.png"
"Command Deck","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T6","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 6)","ops-tier-6","command-deck","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/command-deck.png"
"Elite Trophy","reward","","Reward — quest / achievement payout.","Field-Ops","T6","reward (not craftable)","Awarded for quests / achievements — not crafted.","—","—","Field-Ops Line (Tier 6)","ops-tier-6","elite-trophy","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-6/elite-trophy.png"
"Leather Gloves","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Leather","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","leather-gloves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/leather-gloves.png"
"Chain Gloves","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Chain","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","chain-gloves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/chain-gloves.png"
"Reinforced Gloves","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Reinforced","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","reinforced-gloves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/reinforced-gloves.png"
"Miner's Gloves","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Miner","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","miners-gloves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/miners-gloves.png"
"Iron Gauntlets","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Iron","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","iron-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/iron-gauntlets.png"
"Leather Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Leather","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","leather-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/leather-armor.png"
"Chain Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Chain","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","chain-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/chain-armor.png"
"Reinforced Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Reinforced","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","reinforced-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/reinforced-armor.png"
"Miner's Coat","set-piece","chest","Chest set-piece — raises armor & max health.","Miner","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","miners-coat","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/miners-coat.png"
"Iron Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Iron","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","iron-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/iron-plate.png"
"Leather Cap","set-piece","head","Head set-piece — improves detection & resists headshots.","Leather","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","leather-cap","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/leather-cap.png"
"Chain Coif","set-piece","head","Head set-piece — improves detection & resists headshots.","Chain","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","chain-coif","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/chain-coif.png"
"Reinforced Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Reinforced","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","reinforced-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/reinforced-helm.png"
"Miner's Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Miner","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","miners-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/miners-helm.png"
"Iron Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Iron","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","iron-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/iron-helm.png"
"Leather Boots","set-piece","feet","Feet set-piece — increases movement speed.","Leather","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","leather-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/leather-boots.png"
"Chain Boots","set-piece","feet","Feet set-piece — increases movement speed.","Chain","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","chain-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/chain-boots.png"
"Reinforced Boots","set-piece","feet","Feet set-piece — increases movement speed.","Reinforced","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","reinforced-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/reinforced-boots.png"
"Miner's Boots","set-piece","feet","Feet set-piece — increases movement speed.","Miner","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","miners-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/miners-boots.png"
"Iron Boots","set-piece","feet","Feet set-piece — increases movement speed.","Iron","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","iron-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/iron-boots.png"
"Pickaxe","tool","tool","Mining tool — faster ore harvest.","Leather","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Common","fantasy-common","pickaxe","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/pickaxe.png"
"Drill","tool","tool","Mining tool — faster ore harvest.","Chain","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Common","fantasy-common","drill","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/drill.png"
"Hammer","tool","tool","Hammer — smithing + heavy melee.","Reinforced","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Common","fantasy-common","hammer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/hammer.png"
"Sword","weapon","weapon","Melee weapon — close-quarters strikes.","Miner","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","sword","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/sword.png"
"Crossbow","weapon","weapon","Ranged weapon — silent bolts.","Iron","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Fantasy Set — Common","fantasy-common","crossbow","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-common/crossbow.png"
"Miner's Grips","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Miner","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","miners-grips","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/miners-grips.png"
"Ember Gauntlets","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Ember","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","ember-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/ember-gauntlets.png"
"Crystal Fists","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Crystal","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","crystal-fists","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/crystal-fists.png"
"Dwarven Handguards","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Dwarven","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","dwarven-handguards","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/dwarven-handguards.png"
"Shadow Mitts","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Shadow","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","shadow-mitts","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/shadow-mitts.png"
"Stoneplate Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Miner","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","stoneplate-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/stoneplate-armor.png"
"Embermail","set-piece","chest","Chest set-piece — raises armor & max health.","Ember","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","embermail","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/embermail.png"
"Crystal Carapace","set-piece","chest","Chest set-piece — raises armor & max health.","Crystal","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","crystal-carapace","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/crystal-carapace.png"
"Dwarven Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Dwarven","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","dwarven-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/dwarven-plate.png"
"Shadow Tunic","set-piece","chest","Chest set-piece — raises armor & max health.","Shadow","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","shadow-tunic","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/shadow-tunic.png"
"Miner's Helmet","set-piece","head","Head set-piece — improves detection & resists headshots.","Miner","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","Mining safety / utility gear.","Fantasy Set — Rare","fantasy-rare","miners-helmet","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/miners-helmet.png"
"Ember Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Ember","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","ember-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/ember-helm.png"
"Crystal Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Crystal","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","crystal-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/crystal-helm.png"
"Dwarven Crown","set-piece","head","Head set-piece — commander aura buffs nearby allies.","Dwarven","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","dwarven-crown","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/dwarven-crown.png"
"Shadow Hood","set-piece","head","Head set-piece — filters toxic air for survival.","Shadow","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","shadow-hood","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/shadow-hood.png"
"Stone Boots","set-piece","feet","Feet set-piece — increases movement speed.","Miner","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","stone-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/stone-boots.png"
"Ember Greaves","set-piece","feet","Feet set-piece — increases movement speed.","Ember","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","ember-greaves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/ember-greaves.png"
"Crystal Treads","set-piece","feet","Feet set-piece — increases movement speed.","Crystal","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","crystal-treads","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/crystal-treads.png"
"Dwarven Sabatons","set-piece","feet","Feet set-piece — increases movement speed.","Dwarven","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","dwarven-sabatons","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/dwarven-sabatons.png"
"Shadow Stalkers","set-piece","feet","Feet set-piece — increases movement speed.","Shadow","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","shadow-stalkers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/shadow-stalkers.png"
